game,name_ko_game,char_id,name_ko,name_en,route_en,rank,rarity_label,element,weapon_or_path,is_playable_avatar,release_unix,release_date,n_battlesuits,best_rank,latest_s_battlesuit,default_order,is_limited
starrail,붕괴:스타레일,1303,완•매,,Ruan Mei,5,5성,Ice,Shaman,False,1703671200.0,2023-12-27T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,1304,어벤츄린,,Aventurine,5,5성,Imaginary,Knight,False,1713344400.0,2024-04-17T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1305,Dr. 레이시오,,Dr. Ratio,5,5성,Imaginary,Rogue,False,1705485600.0,2024-01-17T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,1306,스파클,,Sparkle,5,5성,Quantum,Shaman,False,1707213600.0,2024-02-06T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,1307,블랙 스완,,Black Swan,5,5성,Wind,Warlock,False,1707213600.0,2024-02-06T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,1308,아케론,,Acheron,5,5성,Thunder,Warlock,False,1711533600.0,2024-03-27T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,1309,로빈,,Robin,5,5성,Physical,Shaman,False,1715158800.0,2024-05-08T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1310,반디,,Firefly,5,5성,Fire,Warrior,False,1718787600.0,2024-06-19T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1312,미샤,,Misha,4,4성,Ice,Warrior,False,1709200800.0,2024-02-29T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,1313,선데이,,Sunday,5,5성,Imaginary,Shaman,False,1733306400.0,2024-12-04T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,1314,제이드,,Jade,5,5성,Quantum,Mage,False,1720602000.0,2024-07-10T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1315,부트힐,,Boothill,5,5성,Physical,Rogue,False,1716973200.0,2024-05-29T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1317,라파,,Rappa,5,5성,Imaginary,Mage,False,1729674000.0,2024-10-23T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1321,달리아,,The Dahlia,5,5성,Fire,Warlock,False,1765101600.0,2025-12-07T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,1401,더 헤르타,,The Herta,5,5성,Ice,Mage,False,1736935200.0,2025-01-15T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,1402,아글라이아,,Aglaea,5,5성,Thunder,Memory,False,1738749600.0,2025-02-05T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,1403,트리비,,Tribbie,5,5성,Quantum,Shaman,False,1740564000.0,2025-02-26T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,1404,마이데이,,Mydei,5,5성,Imaginary,Warrior,False,1742378400.0,2025-03-19T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,1405,아낙사,,Anaxa,5,5성,Wind,Mage,False,1746003600.0,2025-04-30T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1406,사이퍼,,Cipher,5,5성,Quantum,Warlock,False,1749632400.0,2025-06-11T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1407,카스토리스,,Castorice,5,5성,Quantum,Memory,False,1744189200.0,2025-04-09T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1408,파이논,,Phainon,5,5성,Physical,Warrior,False,1751446800.0,2025-07-02T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1409,히아킨,,Hyacine,5,5성,Wind,Memory,False,1747818000.0,2025-05-21T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1410,히실렌스,,Hysilens,5,5성,Physical,Warlock,False,1755075600.0,2025-08-13T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1412,케리드라,,Cerydra,5,5성,Wind,Shaman,False,1756803600.0,2025-09-02T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1413,에버나이트,,Evernight,5,5성,Ice,Memory,False,1758790800.0,2025-09-25T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1414,단항•등황,,Dan Heng • Permansor Terrae,5,5성,Physical,Knight,False,1760173200.0,2025-10-11T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1415,키레네,,Cyrene,5,5성,Ice,Memory,False,1762336800.0,2025-11-05T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,1501,스파키,,Sparxie,5,5성,Fire,Elation,False,1770976800.0,2026-02-13T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,1502,효광,,Yao Guang,5,5성,Physical,Elation,False,1770976800.0,2026-02-13T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,1504,애쉬베일,,Ashveil,5,5성,Thunder,Rogue,False,1774432800.0,2026-03-25T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,1505,에바네시아,,Evanescia,5,5성,Physical,Elation,False,1778662800.0,2026-05-13T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1506,은랑 LV.999,,Silver Wolf LV.<unbreak>999</unbreak>,5,5성,Imaginary,Elation,False,1776848400.0,2026-04-22T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1507,천야•블레이드,,Mortenax Blade,5,5성,Fire,Warlock,False,1780304400.0,2026-06-01T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1508,토오사카 린,,Rin Tohsaka,5,5성,Quantum,Mage,False,1784883600.0,2026-07-24T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1509,길가메시,,Gilgamesh,5,5성,Thunder,Warrior,False,1784883600.0,2026-07-24T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1510,히메코•노바,,Himeko • Nova,5,5성,Fire,Mage,False,1784106000.0,2026-07-15T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1512,로빈•서머레토,,Robin • Summeretto,5,5성,Wind,Memory,False,1787734800.0,2026-08-26T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,1513,어벤츄린•웨이브,,Aventurine • Waveflair,5,5성,Quantum,Elation,False,1789203600.0,2026-09-12T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,8001,개척자,,Trailblazer,5,5성,Physical,Warrior,True,1682460000.0,2023-04-25T22:00:00+00:00,,,,,
starrail,붕괴:스타레일,8002,개척자,,Trailblazer,5,5성,Physical,Warrior,True,1682460000.0,2023-04-25T22:00:00+00:00,,,,,
starrail,붕괴:스타레일,8003,개척자,,Trailblazer,5,5성,Fire,Knight,True,1682460000.0,2023-04-25T22:00:00+00:00,,,,,
starrail,붕괴:스타레일,8004,개척자,,Trailblazer,5,5성,Fire,Knight,True,1682460000.0,2023-04-25T22:00:00+00:00,,,,,
starrail,붕괴:스타레일,8005,개척자,,Trailblazer,5,5성,Imaginary,Shaman,True,1715158800.0,2024-05-08T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,8006,개척자,,Trailblazer,5,5성,Imaginary,Shaman,True,1715158800.0,2024-05-08T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,8007,개척자,,Trailblazer,5,5성,Ice,Memory,True,1736935200.0,2025-01-15T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,8008,개척자,,Trailblazer,5,5성,Ice,Memory,True,1736935200.0,2025-01-15T10:00:00+00:00,,,,,
starrail,붕괴:스타레일,8009,개척자,,Trailblazer,5,5성,Thunder,Elation,True,1776848400.0,2026-04-22T09:00:00+00:00,,,,,
starrail,붕괴:스타레일,8010,개척자,,Trailblazer,5,5성,Thunder,Elation,True,1776848400.0,2026-04-22T09:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1011,엔비,Anby,,4,A급,Elec,Stun,False,1720051200.0,2024-07-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1021,네코마타,Nekomata,,5,S급,Physics,Attack,False,1720051200.0,2024-07-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1031,니콜,Nicole,,4,A급,Ether,Support,False,1720051200.0,2024-07-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1041,「11호」,Soldier 11,,5,S급,Fire,Attack,False,1720051200.0,2024-07-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1051,이드하리,Yidhari,,5,S급,Ice,Rupture,False,1762300800.0,2025-11-05T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1061,코린,Corin,,4,A급,Physics,Attack,False,1720051200.0,2024-07-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1071,카이사르,Caesar,,5,S급,Physics,Defense,False,1727222400.0,2024-09-25T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1081,빌리,Billy,,4,A급,Physics,Attack,False,1720051200.0,2024-07-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1091,미야비,Miyabi,,5,S급,"FireFrost,Ice",Anomaly,False,1734480000.0,2024-12-18T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1101,콜레다,Koleda,,5,S급,Fire,Stun,False,1720051200.0,2024-07-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1111,앤톤,Anton,,4,A급,Elec,Attack,False,1720051200.0,2024-07-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1121,벤,Ben,,4,A급,Fire,Defense,False,1720051200.0,2024-07-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1131,소우카쿠,Soukaku,,4,A급,Ice,Support,False,1720051200.0,2024-07-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1141,리카온,Lycaon,,5,S급,Ice,Stun,False,1720051200.0,2024-07-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1151,루시,Lucy,,4,A급,Fire,Support,False,1720051200.0,2024-07-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1161,라이터,Lighter,,5,S급,Fire,Stun,False,1732665600.0,2024-11-27T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1171,버니스,Burnice,,5,S급,Fire,Anomaly,False,1729036800.0,2024-10-16T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1181,그레이스,Grace,,5,S급,Elec,Anomaly,False,1720051200.0,2024-07-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1191,엘렌,Ellen,,5,S급,Ice,Attack,False,1720051200.0,2024-07-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1201,하루마사,Harumasa,,5,S급,Elec,Attack,False,1734480000.0,2024-12-18T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1211,리나,Rina,,5,S급,Elec,Support,False,1720051200.0,2024-07-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1221,야나기,Yanagi,,5,S급,Elec,Anomaly,False,1730851200.0,2024-11-06T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1241,주연,Zhu Yuan,,5,S급,Ether,Attack,False,1721779200.0,2024-07-24T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1251,청의,Qingyi,,5,S급,Elec,Stun,False,1723593600.0,2024-08-14T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1261,제인,Jane,,5,S급,Physics,Anomaly,False,1725408000.0,2024-09-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1271,세스,Seth,,4,A급,Elec,Defense,False,1725408000.0,2024-09-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1281,파이퍼,Piper,,4,A급,Physics,Anomaly,False,1720051200.0,2024-07-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1291,휴고,Hugo,,5,S급,Ice,Attack,False,1747180800.0,2025-05-14T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1301,오피&「도깨비불」,Orphie & Magus,,5,S급,Fire,Attack,False,1758672000.0,2025-09-24T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1311,아스트라,Astra Yao,,5,S급,Ether,Support,False,1737504000.0,2025-01-22T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1321,이블린,Evelyn,,5,S급,Fire,Attack,False,1739318400.0,2025-02-12T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1331,비비안,Vivian,,5,S급,Ether,Anomaly,False,1745366400.0,2025-04-23T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1341,자오,Zhao,,5,S급,Ice,Defense,False,1767052800.0,2025-12-30T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1351,펄크라,Pulchra,,4,A급,Physics,Stun,False,1741737600.0,2025-03-12T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1361,「트리거」,Trigger,,5,S급,Elec,Stun,False,1743552000.0,2025-04-02T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1371,의현,Yixuan,,5,S급,"AuricEther,Ether",Rupture,False,1749168000.0,2025-06-06T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1381,0호·엔비,Soldier 0 - Anby,,5,S급,Elec,Attack,False,1741737600.0,2025-03-12T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1391,귤복복,Ju Fufu,,5,S급,Fire,Stun,False,1750809600.0,2025-06-25T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1401,앨리스,Alice,,5,S급,Physics,Anomaly,False,1754438400.0,2025-08-06T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1411,유즈하,Yuzuha,,5,S급,Physics,Support,False,1752624000.0,2025-07-16T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1421,반인호,Pan Yinhu,,4,A급,Physics,Defense,False,1749168000.0,2025-06-06T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1431,엽빛나,Ye Shunguang,,5,S급,"ZhenZhenAssault,Physics",Attack,False,1767052800.0,2025-12-30T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1441,마나토,Manato,,4,A급,Fire,Rupture,False,1760486400.0,2025-10-15T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1451,루시아,Lucia,,5,S급,Ether,Support,False,1760486400.0,2025-10-15T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1461,「시드」,Seed,,5,S급,Elec,Attack,False,1756944000.0,2025-09-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1471,반악,Banyue,,5,S급,Fire,Rupture,False,1765929600.0,2025-12-17T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1481,다이아린,Dialyn,,5,S급,Physics,Stun,False,1764115200.0,2025-11-26T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1491,수나,Sunna,,5,S급,Physics,Support,False,1770336000.0,2026-02-06T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1501,아리아,Aria,,5,S급,Ether,Anomaly,False,1772582400.0,2026-03-04T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1511,남궁우,Nangong Yu,,5,S급,Ether,Stun,False,1774310400.0,2026-03-24T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1521,시시아,Cissia,,5,S급,Elec,Attack,False,1776211200.0,2026-04-15T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1531,스타라이트·빌리,Starlight - Billy,,5,S급,Physics,Rupture,False,1779840000.0,2026-05-27T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1541,프로미아,Promeia,,5,S급,Ice,Anomaly,False,1778025600.0,2026-05-06T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1551,피로이스,Pyrois,,5,S급,Ether,Attack,False,1781654400.0,2026-06-17T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1561,벨리나,Velina,,5,S급,Wind,Anomaly,False,1781654400.0,2026-06-17T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1571,노르마,Norma,,5,S급,Fire,Stun,False,1783468800.0,2026-07-08T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1581,레미엘,Remielle,,5,S급,Lumen,Anomaly,False,1785283200.0,2026-07-29T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1591,시그리드,Sigrid,,5,S급,Ice,Attack,False,1787097600.0,2026-08-19T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1611,클라렛,Claret,,5,S급,Elec,Armorer,False,1788912000.0,2026-09-09T00:00:00+00:00,,,,,
zzz,젠레스 존 제로,zzz:1621,록시,Roxy,,5,S급,Wind,Stun,False,,,,,,,
hi3,붕괴3rd,hi3:muratahimeko,무라타 히메코,Murata Himeko,,5,S급,,,False,1551830400.0,2019-03-06T00:00:00+00:00,6.0,S,Vermilion Knight: Eclipse,,
hi3,붕괴3rd,hi3:yaesakura,야에 사쿠라,Yae Sakura,,5,S급,,,False,1525824000.0,2018-05-09T00:00:00+00:00,4.0,S,Goushinnso Memento,,
hi3,붕괴3rd,hi3:raidenmei,라이덴 메이,Raiden Mei,,5,S급,,,False,1772668800.0,2026-03-05T00:00:00+00:00,9.0,S,Xentinel · Dawnbearing Crescent,,
hi3,붕괴3rd,hi3:kianakaslana,키아나 카슬라나,Kiana Kaslana,,5,S급,,,False,1740009600.0,2025-02-20T00:00:00+00:00,9.0,S,Ba-Dum! Fiery Wishing Star,,
hi3,붕괴3rd,hi3:bronyazaychik,브로냐 자이칙,Bronya Zaychik,,5,S급,,,False,1673481600.0,2023-01-12T00:00:00+00:00,11.0,S,Herrscher of Truth,,
hi3,붕괴3rd,hi3:theresaapocalypse,테레사 아포칼립스,Theresa Apocalypse,,5,S급,,,False,1725494400.0,2024-09-05T00:00:00+00:00,9.0,S,Schicksal's Imperative,,
hi3,붕괴3rd,hi3:ritarossweisse,리타 로스바이세,Rita Rossweisse,,5,S급,,,False,1767139200.0,2025-12-31T00:00:00+00:00,6.0,S,Miss Espionage,,
hi3,붕괴3rd,hi3:liliyaolenyeva,릴리야 올레니에바,Liliya Olenyeva,,4,A급,,,False,,,1.0,A,,,
hi3,붕괴3rd,hi3:fuhua,후카,Fu Hua,,5,S급,,,False,1705536000.0,2024-01-18T00:00:00+00:00,8.0,S,Fenghuang of Vicissitude,,
hi3,붕괴3rd,hi3:durandal,듀란달,Durandal,,5,S급,,,False,1736380800.0,2025-01-09T00:00:00+00:00,5.0,S,Reign Solaris,,
hi3,붕괴3rd,hi3:asuka,아스카,Asuka,,4,A급,,,False,,,1.0,A,,,
hi3,붕괴3rd,hi3:rozaliyaolenyeva,로잘리야 올레니에바,Rozaliya Olenyeva,,5,S급,,,False,1603929600.0,2020-10-29T00:00:00+00:00,2.0,S,Fervent Tempo Δ,,
hi3,붕괴3rd,hi3:mobius,모비우스,Mobius,,5,S급,,,False,1634774400.0,2021-10-21T00:00:00+00:00,1.0,S,Infinite Ouroboros,,
hi3,붕괴3rd,hi3:aponia,아포니아,Aponia,,5,S급,,,False,1652918400.0,2022-05-19T00:00:00+00:00,1.0,S,Disciplinary Perdition,,
hi3,붕괴3rd,hi3:eden,에덴,Eden,,4,A급,,,False,,,1.0,A,,,
hi3,붕괴3rd,hi3:villv,빌브이,Vill-V,,5,S급,,,False,1660176000.0,2022-08-11T00:00:00+00:00,1.0,S,Helical Contraption,,
hi3,붕괴3rd,hi3:elysia,엘리시아,Elysia,,5,S급,,,False,1761177600.0,2025-10-23T00:00:00+00:00,3.0,S,Hi♪ Love Elf♥,,
hi3,붕괴3rd,hi3:lisushang,리수샹,Li Sushang,,5,S급,,,False,1745452800.0,2025-04-24T00:00:00+00:00,2.0,S,Peregrine Sword,,
hi3,붕괴3rd,hi3:aihyperion,아이 히페리온 Λ,Ai Hyperion Λ,,4,A급,,,False,,,1.0,A,,,
hi3,붕괴3rd,hi3:mistelnschariac,미스텔른 샤리악,Misteln Schariac,,5,S급,,,False,1684368000.0,2023-05-18T00:00:00+00:00,1.0,S,Dreamweaver,,
hi3,붕괴3rd,hi3:seelevollerei,제레 발레리,Seele Vollerei,,5,S급,,,False,1782345600.0,2026-06-25T00:00:00+00:00,5.0,S,Wings of Panacea,,
hi3,붕괴3rd,hi3:griseo,그리세오,Griseo,,4,A급,,,False,,,2.0,A,,,
hi3,붕괴3rd,hi3:senadina,세나디나,Senadina,,5,S급,,,False,1709164800.0,2024-02-29T00:00:00+00:00,1.0,S,Deepspace Anchor: First Light,,
hi3,붕괴3rd,hi3:songque,송작,Songque,,5,S급,,,False,1721865600.0,2024-07-25T00:00:00+00:00,1.0,S,Jovial Deception: Shadowdimmer,,
hi3,붕괴3rd,hi3:coralie6626planck,코랄리 6626 플랑크,Coralie 6626 Planck,,5,S급,,,False,1755734400.0,2025-08-21T00:00:00+00:00,2.0,S,Behold! Fate-Defying Dragon,,
hi3,붕괴3rd,hi3:kallenkaslana,카렌 카슬라나,Kallen Kaslana,,5,S급,,,False,1541548800.0,2018-11-07T00:00:00+00:00,3.0,S,Sixth Serenade,,
hi3,붕괴3rd,hi3:fischl,피슬,Fischl,,4,A급,,,False,,,1.0,A,,,
hi3,붕괴3rd,hi3:natashacioara,나타샤 시오라,Natasha Cioara,,4,A급,,,False,,,1.0,A,,,
hi3,붕괴3rd,hi3:carolepepper,캐롤 페퍼,Carole Pepper,,4,A급,,,False,,,1.0,A,,,
hi3,붕괴3rd,hi3:pardofelis,파르도피비,Pardofelis,,4,A급,,,False,,,1.0,A,,,
hi3,붕괴3rd,hi3:susannahmanatt,수잔나 마나트,Susannah Manatt,,4,A급,,,False,,,1.0,A,,,
hi3,붕괴3rd,hi3:prometheus,프로메테우스,PROMETHEUS,,4,A급,,,False,,,1.0,A,,,
hi3,붕괴3rd,hi3:shigurekira,시구레 키라,Shigure Kira,,4,A급,,,False,,,1.0,A,,,
hi3,붕괴3rd,hi3:sirin,시린,Sirin,,5,S급,,,False,1694649600.0,2023-09-14T00:00:00+00:00,1.0,S,Miracle ☆ Magical Girl,,
hi3,붕괴3rd,hi3:erdshelia,에르되시 헬리아,Erdős Helia,,5,S급,,,False,,,2.0,S,,,
hi3,붕괴3rd,hi3:thelemanutriscu,셀레마 누트리스쿠,Thelema Nutriscu,,5,S급,,,False,,,1.0,S,,,
hi3,붕괴3rd,hi3:lantern,랜턴,"""Lantern""",,5,S급,,,False,1717632000.0,2024-06-06T00:00:00+00:00,1.0,S,Lone Destruction: Shadowchaser,,
hi3,붕괴3rd,hi3:vita,비타,Vita,,5,S급,,,False,,,1.0,S,,,
hi3,붕괴3rd,hi3:sparkle,스파클,Sparkle,,5,S급,,,False,1732752000.0,2024-11-28T00:00:00+00:00,1.0,S,Thousand-Faced Maestro: Cameo!,,
ba,블루 아카이브,ba:10000,아루,Aru,,5,3★,Explosion,SR,False,1637020800.0,2021-11-16T00:00:00+00:00,,,,0.0,"[4, 4, 0]"
ba,블루 아카이브,ba:10001,에이미,Eimi,,5,3★,Explosion,SG,False,1684195200.0,2023-05-16T00:00:00+00:00,,,,1.0,"[4, 4, 0]"
ba,블루 아카이브,ba:10002,하루나,Haruna,,5,3★,Mystic,SR,False,1638144000.0,2021-11-29T00:00:00+00:00,,,,2.0,"[4, 4, 0]"
ba,블루 아카이브,ba:10003,히후미,Hifumi,,5,3★,Pierce,AR,False,1644278400.0,2022-02-08T00:00:00+00:00,,,,3.0,"[4, 4, 0]"
ba,블루 아카이브,ba:10004,히나,Hina,,5,3★,Explosion,MG,False,1672704000.0,2023-01-03T00:00:00+00:00,,,,4.0,"[4, 4, 0]"
ba,블루 아카이브,ba:10005,호시노,Hoshino,,5,3★,Pierce,SG,False,1636416000.0,2021-11-09T00:00:00+00:00,,,,5.0,"[4, 4, 0]"
ba,블루 아카이브,ba:10006,이오리,Iori,,5,3★,Pierce,SR,False,,,,,,6.0,"[4, 4, 0]"
ba,블루 아카이브,ba:10007,마키,Maki,,5,3★,Pierce,MG,False,1683590400.0,2023-05-09T00:00:00+00:00,,,,7.0,"[4, 4, 0]"
ba,블루 아카이브,ba:10008,네루,Neru,,5,3★,Pierce,SMG,False,,,,,,8.0,"[4, 4, 0]"
ba,블루 아카이브,ba:10009,이즈미,Izumi,,5,3★,Explosion,MG,False,,,,,,9.0,"[4, 4, 0]"
ba,블루 아카이브,ba:10010,시로코,Shiroko,,5,3★,Explosion,AR,False,1636416000.0,2021-11-09T00:00:00+00:00,,,,10.0,"[4, 4, 0]"
ba,블루 아카이브,ba:10011,슌,Shun,,5,3★,Explosion,SR,False,1679356800.0,2023-03-21T00:00:00+00:00,,,,11.0,"[4, 4, 0]"
ba,블루 아카이브,ba:10012,스미레,Sumire,,5,3★,Pierce,SG,False,1707955200.0,2024-02-15T00:00:00+00:00,,,,12.0,"[4, 4, 0]"
ba,블루 아카이브,ba:10013,츠루기,Tsurugi,,5,3★,Pierce,SG,False,1667865600.0,2022-11-08T00:00:00+00:00,,,,13.0,"[4, 4, 0]"
ba,블루 아카이브,ba:13000,아카네,Akane,,4,2★,Pierce,HG,False,,,,,,14.0,"[0, 0, 0]"
ba,블루 아카이브,ba:13001,치세,Chise,,4,2★,Mystic,GL,False,,,,,,15.0,"[0, 0, 0]"
ba,블루 아카이브,ba:13002,아카리,Akari,,4,2★,Explosion,AR,False,,,,,,16.0,"[0, 0, 0]"
ba,블루 아카이브,ba:13003,하스미,Hasumi,,4,2★,Pierce,SR,False,,,,,,17.0,"[0, 0, 0]"
ba,블루 아카이브,ba:13004,노노미,Nonomi,,4,2★,Pierce,MG,False,,,,,,18.0,"[2, 2, 2]"
ba,블루 아카이브,ba:13005,카요코,Kayoko,,4,2★,Explosion,HG,False,,,,,,19.0,"[0, 0, 0]"
ba,블루 아카이브,ba:13006,무츠키,Mutsuki,,4,2★,Explosion,MG,False,,,,,,20.0,"[0, 0, 0]"
ba,블루 아카이브,ba:13007,준코,Junko,,4,2★,Pierce,AR,False,,,,,,21.0,"[0, 0, 0]"
ba,블루 아카이브,ba:13008,세리카,Serika,,4,2★,Explosion,AR,False,,,,,,22.0,"[0, 0, 0]"
ba,블루 아카이브,ba:13009,츠바키,Tsubaki,,4,2★,Pierce,SMG,False,,,,,,23.0,"[0, 0, 0]"
ba,블루 아카이브,ba:13010,유우카,Yuuka,,4,2★,Explosion,SMG,False,,,,,,24.0,"[0, 0, 0]"
ba,블루 아카이브,ba:16000,하루카,Haruka,,3,1★,Explosion,SG,False,,,,,,25.0,"[0, 0, 0]"
ba,블루 아카이브,ba:16001,아스나,Asuna,,3,1★,Mystic,AR,False,,,,,,26.0,"[0, 0, 0]"
ba,블루 아카이브,ba:16002,코토리,Kotori,,3,1★,Pierce,MG,False,,,,,,27.0,"[0, 0, 0]"
ba,블루 아카이브,ba:16003,스즈미,Suzumi,,3,1★,Explosion,AR,False,,,,,,28.0,"[0, 0, 0]"
ba,블루 아카이브,ba:16004,피나,Pina,,3,1★,Pierce,MG,False,,,,,,29.0,"[0, 0, 0]"
ba,블루 아카이브,ba:20000,히비키,Hibiki,,5,3★,Explosion,MT,False,1643068800.0,2022-01-25T00:00:00+00:00,,,,30.0,"[4, 4, 0]"
ba,블루 아카이브,ba:20001,카린,Karin,,5,3★,Pierce,SR,False,1641859200.0,2022-01-11T00:00:00+00:00,,,,31.0,"[4, 4, 0]"
ba,블루 아카이브,ba:20002,사야,Saya,,5,3★,Explosion,HG,False,,,,,,32.0,"[4, 4, 0]"
ba,블루 아카이브,ba:23000,아이리,Airi,,4,2★,Explosion,SMG,False,,,,,,33.0,"[0, 0, 0]"
ba,블루 아카이브,ba:23001,후우카,Fuuka,,4,2★,Explosion,SMG,False,,,,,,34.0,"[0, 0, 0]"
